Member_ID,Gender,Age,Locker_Rental,Visit_Frequency,Duration_Minutes
MEM_10448,Male,60,Yes,19,30.5
MEM_12238,Male,36,Yes,22,122.9
MEM_14913,Male,50,Yes,21,130.3
MEM_08505,Male,23,Yes,29,34.0
MEM_02649,Female,52,No,6,15.7
MEM_10473,Male,41,Yes,28,43.1
MEM_02979,Male,37,Yes,4,47.8
MEM_02547,Male,39,No,3,18.7
MEM_05132,Female,62,Yes,8,127.1
MEM_02159,Female,62,Yes,5,21.0
MEM_11329,Female,60,No,24,90.9
MEM_09114,Male,48,No,29,33.4
MEM_06445,Female,53,No,7,137.0
MEM_03967,Female,59,No,8,132.3
MEM_01428,Male,63,No,4,28.8
MEM_12610,Female,50,No,20,96.8
MEM_02520,Female,51,Yes,4,26.4
MEM_11978,Female,42,Yes,21,116.5
MEM_08033,Male,45,No,16,36.9
MEM_12854,Male,64,Yes,25,106.9
MEM_12950,Female,24,No,21,114.3
MEM_14809,Female,36,No,22,110.7
MEM_00448,Female,44,Yes,3,10.0
MEM_12724,Male,38,Yes,23,86.8
MEM_09476,Female,56,No,26,51.6
MEM_05995,Male,36,No,7,135.3
MEM_14274,Male,47,Yes,23,131.7
MEM_03727,Female,23,Yes,6,32.0
MEM_07353,Female,25,No,6,118.6
MEM_08553,Male,37,Yes,20,39.5
MEM_06279,Female,64,Yes,6,133.5
MEM_13415,Female,36,No,22,152.1
MEM_07295,Male,64,No,8,133.6
MEM_09496,Male,51,No,26,28.4
MEM_06251,Male,55,No,5,128.9
MEM_05926,Female,63,No,4,110.1
MEM_02460,Male,55,Yes,4,39.8
MEM_00022,Female,19,No,4,22.2
MEM_02066,Male,22,No,0,21.9
MEM_01653,Female,18,Yes,3,30.9
MEM_08894,Male,58,No,24,46.9
MEM_08706,Male,44,No,28,28.6
MEM_10935,Female,53,No,19,47.9
MEM_01376,Male,51,No,3,27.3
MEM_01724,Male,59,Yes,2,28.3
MEM_10660,Male,33,Yes,29,41.8
MEM_03754,Female,57,No,5,123.9
MEM_10517,Female,51,No,15,34.7
MEM_08652,Male,41,Yes,20,21.5
MEM_04183,Male,60,No,9,131.6
MEM_04082,Female,62,Yes,7,121.3
MEM_09678,Male,27,Yes,27,48.5
MEM_11870,Female,50,No,20,113.4
MEM_08474,Female,34,No,22,37.5
MEM_06579,Male,59,No,8,143.4
MEM_04558,Female,21,Yes,5,129.8
MEM_03537,Female,42,No,2,40.5
MEM_07003,Male,56,Yes,4,144.4
MEM_10773,Male,36,No,18,45.7
MEM_09560,Female,28,No,26,14.0
MEM_14218,Male,29,No,22,91.3
MEM_14489,Male,27,Yes,24,138.6
MEM_08789,Female,23,No,29,24.8
MEM_09951,Female,27,No,25,29.2
MEM_00646,Male,62,No,0,21.0
MEM_06381,Male,26,Yes,4,112.4
MEM_07527,Female,27,No,25,49.7
MEM_14545,Female,35,No,25,104.0
MEM_12073,Female,22,Yes,27,121.1
MEM_07165,Male,36,Yes,6,146.0
MEM_11660,Male,41,No,20,154.3
MEM_11947,Male,33,No,22,125.1
MEM_07697,Female,34,No,22,39.6
MEM_11182,Female,64,No,21,22.2
MEM_14119,Male,41,No,20,133.6
MEM_04875,Male,45,Yes,6,131.2
MEM_10736,Female,60,Yes,16,45.6
MEM_12885,Male,47,Yes,25,122.3
MEM_05341,Female,40,Yes,5,106.7
MEM_12796,Female,21,No,18,140.2
MEM_07031,Female,42,Yes,3,130.3
MEM_02160,Male,32,Yes,2,35.1
MEM_00685,Female,55,No,5,37.0
MEM_14753,Female,61,Yes,24,133.5
MEM_11435,Male,38,No,23,97.8
MEM_02461,Male,23,No,5,31.3
MEM_11029,Male,57,No,17,37.7
MEM_11889,Female,26,Yes,23,138.6
MEM_07128,Male,45,No,3,115.2
MEM_06267,Female,46,No,7,94.3
MEM_04941,Female,44,Yes,6,117.1
MEM_05946,Male,42,No,6,144.0
MEM_04583,Female,52,No,7,128.8
MEM_05784,Male,21,No,8,122.0
MEM_10422,Female,56,No,26,38.1
MEM_07569,Female,29,Yes,20,32.0
MEM_12777,Male,57,Yes,22,109.8
MEM_10512,Female,57,No,29,25.7
MEM_00521,Female,35,Yes,5,24.8
MEM_08714,Female,51,No,17,47.2
MEM_13198,Male,46,Yes,27,105.4
MEM_13406,Female,63,Yes,24,138.5
MEM_03983,Female,27,Yes,6,120.4
MEM_14344,Male,55,No,28,105.2
MEM_13725,Female,39,No,25,127.1
MEM_00780,Female,37,Yes,4,31.7
MEM_10613,Male,61,No,28,29.1
MEM_14487,Female,56,Yes,28,106.2
MEM_05607,Female,46,No,7,146.4
MEM_05978,Male,39,Yes,5,137.0
MEM_08843,Female,52,Yes,26,48.7
MEM_03747,Female,51,No,4,51.2
MEM_02196,Female,62,No,5,24.0
MEM_08561,Male,30,No,28,63.9
MEM_14827,Female,35,No,29,133.0
MEM_04285,Female,35,No,10,134.6
MEM_08569,Female,40,Yes,24,31.8
MEM_10408,Female,42,No,25,39.8
MEM_09832,Male,54,No,22,55.2
MEM_09805,Male,28,Yes,25,57.9
MEM_06979,Male,50,Yes,4,145.1
MEM_01827,Female,26,No,7,31.9
MEM_11824,Female,26,No,17,111.0
MEM_09154,Male,59,No,29,29.6
MEM_14201,Male,62,Yes,27,141.1
MEM_14515,Female,29,Yes,25,95.1
MEM_02376,Female,48,Yes,3,41.7
MEM_08551,Male,36,No,21,46.9
MEM_03839,Male,36,No,6,140.3
MEM_14192,Male,47,No,25,122.7
MEM_01246,Female,36,Yes,4,37.1
MEM_07504,Male,40,Yes,19,47.0
MEM_11483,Male,22,Yes,24,135.3
MEM_06511,Female,30,Yes,8,168.4
MEM_11886,Male,62,No,26,110.1
MEM_13733,Male,43,Yes,22,123.0
MEM_05439,Female,43,No,9,156.5
MEM_10759,Female,20,Yes,26,28.1
MEM_11615,Female,62,No,22,84.2
MEM_10229,Female,46,Yes,21,54.6
MEM_13876,Male,38,Yes,24,123.1
MEM_08964,Male,22,Yes,19,60.1
MEM_10681,Male,58,No,27,62.1
MEM_11754,Female,36,No,27,155.3
MEM_14578,Male,26,Yes,21,143.8
MEM_14317,Male,62,Yes,25,140.0
MEM_05510,Female,51,No,2,151.6
MEM_05330,Female,32,No,6,148.8
MEM_04531,Male,61,Yes,9,106.5
MEM_09866,Female,21,Yes,20,46.1
MEM_00365,Female,40,Yes,3,26.3
MEM_12117,Female,36,No,22,140.2
MEM_14973,Female,29,Yes,24,148.1
MEM_00147,Male,38,No,1,37.1
MEM_01668,Male,21,Yes,6,24.3
MEM_11280,Female,62,No,19,141.6
MEM_13272,Female,45,No,25,109.9
MEM_07650,Male,19,No,24,37.3
MEM_08599,Male,42,Yes,24,39.6
MEM_11698,Female,37,Yes,19,131.3
MEM_07788,Female,22,No,29,40.6
MEM_03456,Male,35,No,6,32.8
MEM_11768,Male,42,No,28,95.2
MEM_03271,Male,34,Yes,2,13.7
MEM_04940,Male,33,No,7,135.9
MEM_09223,Female,63,No,26,29.4
MEM_12101,Male,39,No,20,135.9
MEM_06230,Female,60,No,5,135.4
MEM_13366,Female,45,No,24,142.6
MEM_12506,Female,60,No,22,105.5
MEM_09047,Male,46,No,18,60.7
MEM_03926,Male,20,No,6,63.6
MEM_12814,Male,23,No,25,130.1
MEM_08080,Female,20,Yes,22,42.9
MEM_00078,Male,19,Yes,4,41.8
MEM_07088,Female,37,No,5,111.1
MEM_02247,Male,42,No,1,17.8
MEM_12355,Female,45,Yes,27,119.7
MEM_14925,Male,25,No,20,172.0
MEM_14413,Male,32,No,23,149.9
MEM_12405,Male,32,Yes,23,118.0
MEM_07451,Male,36,No,3,129.9
MEM_08980,Female,25,Yes,16,39.0
MEM_02279,Male,46,Yes,5,24.1
MEM_08123,Female,32,No,22,31.9
MEM_03897,Male,30,No,10,113.9
MEM_12063,Female,52,No,20,94.2
MEM_07177,Male,28,Yes,5,114.0
MEM_09312,Female,21,No,24,46.0
MEM_14196,Male,39,Yes,24,122.8
MEM_03631,Male,42,Yes,3,34.0
MEM_12933,Female,30,Yes,28,118.7
MEM_06272,Female,58,No,9,127.3
MEM_08616,Female,63,Yes,25,38.8
MEM_00392,Female,38,Yes,1,33.8
MEM_03191,Male,64,Yes,5,39.6
MEM_00016,Female,36,No,2,
MEM_04200,Female,44,Yes,3,142.1
MEM_02672,Male,52,No,5,43.0
MEM_14322,Female,64,Yes,23,153.9
MEM_06164,Female,29,Yes,7,139.2
MEM_12292,Male,46,No,22,141.9
MEM_03493,Female,42,No,3,23.6
MEM_09651,Male,34,Yes,29,36.2
MEM_12707,Male,59,Yes,21,155.4
MEM_07394,Male,32,No,8,115.0
MEM_04839,Male,38,Yes,6,139.4
MEM_00593,Male,41,Yes,5,40.3
MEM_12027,Female,54,No,25,138.8
MEM_13982,Female,33,No,22,108.7
MEM_08737,Male,27,No,27,33.2
MEM_05827,Female,35,Yes,8,155.6
MEM_10749,Male,58,No,20,43.5
MEM_07961,Male,28,Yes,25,43.5
MEM_05887,Male,46,Yes,9,163.6
MEM_02355,Male,51,Yes,5,40.6
MEM_06036,Male,35,Yes,6,112.3
MEM_04798,Male,31,Yes,5,114.4
MEM_10634,Male,32,Yes,27,49.2
MEM_14136,Male,29,No,25,101.1
MEM_04592,Female,58,No,11,129.9
MEM_11234,Male,50,No,18,41.1
MEM_08656,Male,39,No,19,27.7
MEM_00163,Male,47,Yes,2,21.6
MEM_13907,Male,57,Yes,22,144.9
MEM_14165,Male,40,Yes,29,146.0
MEM_14671,Female,28,Yes,28,118.4
MEM_07380,Female,23,Yes,3,133.3
MEM_14937,Female,21,No,19,125.1
MEM_10201,Female,61,No,22,52.0
MEM_06356,Female,61,No,7,110.2
MEM_11276,Female,43,No,25,142.1
MEM_09092,Male,56,Yes,26,49.3
MEM_05542,Male,45,No,3,164.8
MEM_06007,Female,56,No,5,
MEM_07993,Male,60,No,14,45.9
MEM_07638,Male,27,No,23,36.6
MEM_06793,Female,48,No,0,124.4
MEM_10900,Male,33,No,16,19.8
MEM_07758,Male,45,Yes,17,
MEM_04837,Female,46,No,2,141.4
MEM_02293,Female,33,No,2,26.4
MEM_06548,Female,57,No,8,114.3
MEM_07898,Female,42,No,18,25.2
MEM_04481,Male,49,Yes,2,124.3
MEM_03716,Female,19,No,10,26.8
MEM_10837,Male,36,Yes,29,28.6
MEM_06140,Female,47,Yes,9,124.1
MEM_09956,Female,33,Yes,16,35.8
MEM_01549,Male,34,Yes,6,32.8
MEM_11221,Male,62,No,20,39.0
MEM_10331,Male,20,No,21,40.9
MEM_02044,Male,62,No,2,27.2
MEM_00767,Female,39,Yes,8,33.4
MEM_05693,Female,30,Yes,6,94.3
MEM_07870,Female,35,Yes,17,55.7
MEM_09700,Male,39,No,23,59.1
MEM_07857,Female,24,Yes,21,47.0
MEM_03302,Female,24,No,4,40.5
MEM_04517,Female,37,Yes,4,115.5
MEM_13850,Female,47,Yes,25,116.6
MEM_13146,Male,50,No,28,130.3
MEM_03292,Female,24,Yes,7,34.6
MEM_09011,Male,27,Yes,17,54.0
MEM_01403,Male,54,No,5,24.7
MEM_01382,Female,39,No,8,33.9
MEM_10340,Male,63,No,23,43.1
MEM_06928,Male,64,Yes,5,114.7
MEM_05671,Female,35,No,7,153.0
MEM_01638,Female,37,No,8,16.7
MEM_14696,Female,31,No,25,154.5
MEM_06907,Female,33,No,4,104.4
MEM_08591,Female,24,No,25,49.1
MEM_06406,Male,62,Yes,4,127.4
MEM_09074,Female,33,Yes,16,35.0
MEM_11757,Male,21,No,23,121.1
MEM_01179,Male,55,Yes,2,28.6
MEM_05448,Male,35,No,1,169.7
MEM_10322,Female,51,No,17,27.4
MEM_05078,Male,20,No,7,105.1
MEM_08648,Female,56,No,20,50.4
MEM_05175,Female,26,No,7,137.1
MEM_10142,Female,24,No,24,17.4
MEM_00689,Male,20,No,5,35.0
MEM_13285,Female,37,No,22,105.5
MEM_06525,Male,27,Yes,7,162.3
MEM_14731,Female,37,No,28,109.4
MEM_06488,Female,36,No,3,111.3
MEM_10145,Male,39,Yes,22,41.5
MEM_07154,Female,41,Yes,6,65.0
MEM_12612,Female,59,No,24,91.6
MEM_06610,Male,18,No,6,114.2
MEM_10902,Female,45,No,17,35.5
MEM_12844,Female,32,No,21,124.1
MEM_12877,Male,30,No,19,117.2
MEM_04349,Female,62,Yes,6,125.7
MEM_01884,Male,56,No,4,22.2
MEM_12964,Male,35,Yes,24,115.6
MEM_02494,Male,47,No,1,24.0
MEM_05947,Female,23,No,7,111.7
MEM_03036,Male,45,No,3,39.8
MEM_05777,Female,28,Yes,7,125.2
MEM_11795,Female,18,No,26,126.4
MEM_00845,Male,40,No,5,31.6
MEM_08734,Male,63,No,17,41.3
MEM_11916,Female,25,Yes,26,117.6
MEM_11871,Female,38,Yes,22,127.0
MEM_07967,Female,30,Yes,20,17.1
MEM_12719,Male,41,No,23,117.9
MEM_07340,Male,19,No,7,129.4
MEM_13519,Female,42,Yes,22,106.4
MEM_12399,Male,18,No,22,120.3
MEM_07137,Male,50,No,4,124.2
MEM_02964,Female,28,No,6,10.4
MEM_02529,Female,35,No,2,30.6
MEM_05772,Male,49,Yes,8,156.8
MEM_01048,Female,35,No,7,10.0
MEM_07045,Female,64,No,5,99.1
MEM_01960,Male,33,Yes,4,30.9
MEM_02530,Male,38,No,5,31.1
MEM_11138,Male,57,No,22,46.9
MEM_08429,Female,58,No,20,61.2
MEM_04917,Female,62,No,5,133.5
MEM_09325,Male,34,No,23,41.3
MEM_05901,Male,22,No,7,110.4
MEM_08286,Female,22,Yes,16,32.0
MEM_04259,Male,44,Yes,8,134.8
MEM_12852,Female,62,Yes,20,119.1
MEM_13501,Male,53,No,21,114.6
MEM_05656,Female,45,No,4,104.7
MEM_06097,Female,39,No,7,144.7
MEM_05907,Female,22,Yes,2,109.8
MEM_07373,Female,31,No,7,149.7
MEM_02978,Male,19,No,5,19.6
MEM_13297,Female,18,Yes,25,93.7
MEM_13963,Female,49,No,20,112.2
MEM_06721,Female,50,No,6,148.4
MEM_07842,Female,32,No,25,45.8
MEM_08264,Female,41,No,28,46.8
MEM_13166,Male,20,Yes,21,137.1
MEM_12111,Female,52,Yes,19,114.6
MEM_03138,Female,38,No,5,23.7
MEM_08325,Male,48,Yes,16,44.3
MEM_14896,Male,22,No,25,143.2
MEM_13854,Female,49,No,16,150.2
MEM_11421,Male,62,Yes,19,110.2
MEM_01826,Male,46,Yes,2,23.3
MEM_05548,Male,31,Yes,6,129.1
MEM_08785,Male,62,Yes,17,38.6
MEM_10917,Male,37,No,25,59.5
MEM_00560,Male,42,No,5,30.4
MEM_13370,Male,63,No,21,101.7
MEM_08435,Female,25,No,26,41.9
MEM_05435,Female,59,No,6,103.5
MEM_04437,Female,51,No,7,118.6
MEM_10382,Female,25,No,24,29.1
MEM_08597,Female,39,No,31,57.4
MEM_01442,Male,29,Yes,4,35.6
MEM_08453,Male,64,No,27,42.0
MEM_04406,Female,54,No,6,140.9
MEM_14303,Male,26,Yes,25,128.3
MEM_01689,Male,25,No,3,29.4
MEM_14807,Female,32,Yes,23,112.7
MEM_09917,Male,49,No,23,52.0
MEM_13498,Male,36,Yes,23,134.1
MEM_05962,Male,64,No,3,143.9
MEM_02496,Female,34,No,3,35.4
MEM_14606,Male,35,No,23,85.2
MEM_00340,Female,46,Yes,2,19.0
MEM_02408,Female,42,No,6,30.9
MEM_09793,Female,58,Yes,21,36.3
MEM_12511,Male,55,No,24,135.5
MEM_05782,Male,25,Yes,3,132.4
MEM_04576,Male,35,Yes,6,129.8
MEM_03725,Female,30,Yes,5,47.3
MEM_14926,Female,47,No,29,130.2
MEM_02785,Female,18,No,3,38.2
MEM_09715,Female,26,No,27,45.6
MEM_12902,Female,35,No,28,133.1
MEM_14102,Male,43,No,21,121.6
MEM_01012,Female,21,No,8,36.7
MEM_05280,Male,19,No,6,152.8
MEM_04895,Male,42,No,2,126.8
MEM_09958,Male,42,Yes,23,48.9
MEM_07121,Male,45,No,7,174.6
MEM_06549,Female,30,Yes,7,110.8
MEM_04037,Female,39,No,5,133.7
MEM_00148,Female,37,No,5,34.3
MEM_00285,Male,20,No,0,39.6
MEM_14663,Male,25,Yes,25,123.2
MEM_08555,Female,37,Yes,20,36.8
MEM_12135,Female,30,No,23,134.9
MEM_12592,Male,30,No,28,142.8
MEM_09732,Male,30,No,18,40.0
MEM_06770,Male,43,Yes,5,126.4
MEM_04443,Female,23,Yes,6,139.2
MEM_07446,Female,42,No,2,131.6
MEM_00236,Male,37,Yes,0,35.5
MEM_14393,Male,29,Yes,19,121.5
MEM_10754,Male,58,Yes,21,49.4
MEM_07123,Female,53,No,7,113.8
MEM_12508,Female,35,No,24,83.6
MEM_14340,Male,56,No,24,122.0
MEM_03083,Male,20,Yes,2,31.1
MEM_14376,Male,19,Yes,26,141.7
MEM_10294,Female,59,Yes,31,47.0
MEM_00632,Female,25,No,4,23.3
MEM_06813,Male,18,No,6,125.4
MEM_02493,Female,19,No,7,39.3
MEM_02665,Female,36,No,1,23.2
MEM_12731,Male,40,Yes,22,102.9
MEM_12815,Male,20,No,22,151.6
MEM_12613,Female,47,No,25,80.4
MEM_10526,Male,53,Yes,23,28.2
MEM_10060,Female,41,No,29,25.5
MEM_11811,Male,63,Yes,22,90.9
MEM_12075,Female,40,Yes,27,112.5
MEM_12697,Male,55,Yes,24,107.5
MEM_04211,Female,60,Yes,9,130.9
MEM_09686,Male,26,No,22,36.8
MEM_10593,Female,50,Yes,19,
MEM_03874,Female,58,Yes,11,107.8
MEM_09424,Female,55,Yes,23,52.5
MEM_10853,Female,36,Yes,26,32.4
MEM_02817,Male,36,Yes,5,28.1
MEM_13762,Male,43,No,26,118.8
MEM_14314,Male,35,No,28,125.6
MEM_14721,Male,44,Yes,21,118.4
MEM_13477,Male,58,No,23,121.6
MEM_07426,Female,55,Yes,7,140.6
MEM_13661,Male,44,No,23,119.3
MEM_12701,Male,22,No,24,103.5
MEM_11253,Female,36,No,26,155.5
MEM_13813,Male,36,Yes,23,132.9
MEM_09777,Female,34,No,17,41.0
MEM_01735,Male,56,No,1,37.5
MEM_07397,Female,50,No,7,117.0
MEM_11015,Male,63,No,26,38.7
MEM_04255,Male,27,No,7,154.7
MEM_13875,Female,21,No,21,74.0
MEM_02475,Male,29,Yes,5,26.7
MEM_10756,Male,23,Yes,21,31.9
MEM_14974,Male,60,No,22,82.5
MEM_03713,Female,19,No,0,18.5
MEM_13474,Female,34,No,24,109.2
MEM_01804,Female,26,No,0,29.4
MEM_00707,Male,56,Yes,8,16.7
MEM_11238,Male,53,No,29,32.1
MEM_13800,Male,51,No,25,95.8
MEM_05189,Male,21,No,6,128.1
MEM_13053,Female,20,No,25,120.5
MEM_05472,Male,62,No,8,125.4
MEM_00072,Female,60,Yes,4,29.6
MEM_07843,Male,48,Yes,28,16.6
MEM_05101,Male,47,No,4,127.5
MEM_06764,Male,26,Yes,6,136.7
MEM_09382,Female,59,Yes,19,31.0
MEM_10793,Male,25,No,23,38.9
MEM_01125,Female,21,Yes,2,19.9
MEM_01241,Female,28,No,4,36.8
MEM_12340,Female,37,No,24,123.2
MEM_14168,Male,64,Yes,28,121.9
MEM_02349,Male,39,Yes,3,22.8
MEM_11543,Male,32,No,29,127.1
MEM_06602,Female,33,Yes,6,150.1
MEM_12200,Female,24,No,25,142.2
MEM_06780,Male,20,No,9,98.3
MEM_09769,Female,33,No,23,50.7
MEM_12098,Female,31,No,22,58.9
MEM_11921,Female,54,No,26,96.1
MEM_04358,Female,39,No,8,122.2
MEM_01343,Female,24,Yes,6,47.0
MEM_14980,Female,42,No,27,86.9
MEM_13026,Male,58,No,21,104.2
MEM_14368,Male,35,No,21,122.9
MEM_08632,Male,39,No,18,53.5
MEM_06652,Male,18,No,8,153.3
MEM_01100,Male,45,No,6,10.0
MEM_10829,Female,64,Yes,23,37.0
MEM_09160,Male,19,No,16,49.7
MEM_08841,Male,20,No,28,32.1
MEM_09738,Female,49,No,20,35.2
MEM_07327,Female,34,No,4,161.2
MEM_07622,Female,34,No,24,37.9
MEM_00987,Female,44,No,6,30.3
MEM_10658,Male,56,No,26,44.7
MEM_02852,Male,49,Yes,2,39.1
MEM_11695,Male,25,Yes,28,144.7
MEM_08853,Male,36,Yes,14,48.3
MEM_00630,Female,52,Yes,1,31.6
MEM_01249,Male,19,Yes,1,21.5
MEM_03179,Male,29,Yes,5,19.3
MEM_00482,Male,41,Yes,1,23.9
MEM_09776,Female,44,Yes,25,37.4
MEM_09654,Female,61,Yes,26,44.3
MEM_03040,Female,56,No,5,29.1
MEM_05010,Male,22,No,8,114.4
MEM_14899,Female,57,Yes,22,115.5
MEM_07000,Male,39,Yes,7,153.5
MEM_03273,Male,36,No,5,30.3
MEM_07227,Female,53,No,5,137.4
MEM_03683,Female,43,Yes,6,20.8
MEM_06674,Female,31,No,4,98.2
MEM_06807,Female,48,No,5,124.4
MEM_12337,Female,47,No,24,105.3
MEM_14604,Female,32,No,20,142.4
MEM_01316,Male,28,No,2,30.3
MEM_03225,Male,28,No,2,30.2
MEM_01072,Male,63,Yes,4,21.5
MEM_04815,Female,57,No,6,145.1
MEM_12673,Female,48,Yes,22,107.3
MEM_10823,Female,38,No,18,28.6
MEM_09852,Female,19,No,24,35.7
MEM_05752,Female,32,Yes,6,111.8
MEM_10617,Male,62,No,24,37.5
MEM_13723,Male,50,No,21,110.2
MEM_04616,Female,33,Yes,7,133.4
MEM_03097,Female,29,No,5,34.8
MEM_12168,Male,64,No,23,115.6
MEM_14162,Male,30,Yes,21,103.6
MEM_06869,Male,56,No,2,107.6
MEM_01300,Male,53,No,3,37.3
MEM_07285,Female,26,Yes,4,147.7
MEM_06284,Male,54,No,2,116.3
MEM_12626,Female,51,No,26,117.1
MEM_13305,Male,30,No,24,113.4
MEM_05495,Male,30,Yes,4,119.1
MEM_05291,Male,62,No,7,165.0
MEM_09600,Male,18,No,24,26.6
MEM_10037,Male,62,No,26,37.4
MEM_01798,Male,37,No,6,25.1
MEM_12149,Female,55,No,20,105.6
MEM_09667,Male,45,No,17,29.4
MEM_05203,Male,40,No,5,114.6
MEM_08227,Male,20,Yes,12,35.4
MEM_05047,Male,35,Yes,8,133.4
MEM_06441,Female,39,No,5,112.0
MEM_08636,Male,38,No,20,36.8
MEM_08105,Female,37,No,21,42.4
MEM_02359,Male,33,Yes,5,22.7
MEM_14080,Female,39,Yes,28,124.1
MEM_03654,Female,42,Yes,4,22.3
MEM_07052,Female,24,Yes,7,163.0
MEM_11371,Female,62,No,24,104.8
MEM_01286,Female,33,No,0,51.9
MEM_13694,Male,49,Yes,25,95.5
MEM_04445,Female,55,Yes,8,130.9
MEM_11608,Female,47,Yes,25,118.0
MEM_02137,Male,25,No,7,21.7
MEM_06787,Male,58,No,4,135.2
MEM_10828,Male,18,Yes,27,56.3
MEM_12208,Female,27,No,24,147.4
MEM_14732,Male,32,No,20,98.7
MEM_09873,Female,34,No,25,31.4
MEM_14627,Male,50,No,25,137.8
MEM_14586,Male,36,Yes,16,121.9
MEM_13455,Male,52,No,23,123.5
MEM_06894,Male,63,No,4,135.9
MEM_09884,Female,24,Yes,16,39.9
MEM_13738,Female,64,Yes,22,81.5
MEM_10733,Male,32,No,26,52.5
MEM_11827,Female,55,Yes,24,143.0
MEM_08564,Male,62,No,26,30.5
MEM_07151,Female,38,No,5,106.9
MEM_00963,Male,18,No,5,33.6
MEM_06012,Female,32,Yes,6,95.3
MEM_04882,Male,51,Yes,9,116.3
MEM_00140,Male,49,No,4,36.9
MEM_12046,Male,31,Yes,24,88.7
MEM_13551,Female,23,No,22,65.8
MEM_08906,Female,26,Yes,17,33.5
MEM_06936,Female,50,No,3,134.9
MEM_06542,Female,19,No,4,155.9
MEM_05243,Male,26,No,2,124.4
MEM_11380,Female,43,Yes,25,89.8
MEM_10030,Male,44,Yes,24,44.3
MEM_04431,Male,37,Yes,7,173.5
MEM_12524,Male,27,No,22,102.6
MEM_00406,Female,48,Yes,2,35.3
MEM_08212,Male,61,No,23,44.5
MEM_09196,Female,47,Yes,22,26.2
MEM_12540,Male,54,Yes,21,133.1
MEM_10603,Female,39,Yes,20,39.7
MEM_10737,Male,48,No,29,47.6
MEM_13735,Female,58,No,28,111.0
MEM_10582,Female,21,Yes,20,24.1
MEM_09135,Female,50,No,19,35.5
MEM_08234,Male,52,No,28,48.6
MEM_11022,Female,62,No,18,34.9
MEM_11563,Female,27,No,17,95.8
MEM_11214,Male,22,Yes,22,60.2
MEM_11556,Female,39,No,23,107.0
MEM_04399,Male,19,No,5,150.7
MEM_05252,Female,35,Yes,7,106.4
MEM_00011,Female,55,Yes,3,29.9
MEM_04760,Male,31,No,6,91.1
MEM_01177,Female,39,No,4,32.4
MEM_10139,Female,53,Yes,15,47.3
MEM_10693,Female,63,Yes,24,39.5
MEM_02863,Male,57,No,5,52.0
MEM_06471,Male,27,Yes,6,144.7
MEM_12057,Male,26,Yes,30,129.4
MEM_06228,Male,25,No,4,135.6
MEM_09218,Male,50,No,19,45.2
MEM_12040,Female,51,Yes,29,108.6
MEM_02989,Male,46,Yes,9,19.7
MEM_09153,Female,48,Yes,16,34.8
MEM_11081,Female,63,No,25,36.2
MEM_07117,Female,44,Yes,4,160.7
MEM_11207,Male,18,No,15,44.3
MEM_07010,Male,57,No,8,114.2
MEM_11530,Male,40,Yes,30,96.3
MEM_12831,Male,59,No,19,91.4
MEM_11760,Male,47,No,24,110.7
MEM_08927,Male,26,No,17,39.4
MEM_01440,Male,33,No,5,23.6
MEM_14620,Male,57,No,25,113.7
MEM_02875,Female,22,No,2,10.0
MEM_12178,Male,61,Yes,25,119.6
MEM_09108,Female,28,No,21,47.1
MEM_13652,Female,22,Yes,28,72.4
MEM_13196,Male,41,No,20,104.2
MEM_12281,Female,26,No,22,102.9
MEM_11339,Female,36,Yes,28,94.5
MEM_07232,Male,34,No,5,129.2
MEM_03726,Female,62,No,5,10.0
MEM_02772,Female,36,Yes,4,26.3
MEM_09816,Female,26,No,20,57.9
MEM_00454,Male,55,No,3,31.1
MEM_09013,Male,22,Yes,22,17.1
MEM_08189,Male,32,No,20,23.5
MEM_01367,Female,19,Yes,2,24.1
MEM_03712,Male,32,No,5,18.2
MEM_14783,Male,32,No,24,130.8
MEM_01388,Female,58,No,4,23.1
MEM_09042,Male,21,No,23,50.4
MEM_01000,Female,62,No,7,41.0
MEM_07761,Female,30,Yes,26,37.4
MEM_03553,Female,42,No,9,33.4
MEM_04114,Female,30,No,5,122.7
MEM_09829,Female,33,No,29,30.5
MEM_01667,Female,24,Yes,3,10.2
MEM_03173,Female,21,No,6,22.8
MEM_13033,Female,25,No,21,112.2
MEM_09539,Female,23,No,24,37.8
MEM_14106,Male,53,No,18,88.7
MEM_00488,Male,59,Yes,7,44.5
MEM_03230,Male,19,No,3,16.8
MEM_03828,Female,23,Yes,5,114.1
MEM_10824,Male,42,Yes,22,44.7
MEM_12980,Female,41,Yes,21,95.2
MEM_05208,Female,48,No,8,195.7
MEM_07848,Male,45,No,16,45.0
MEM_11424,Male,30,No,22,115.8
MEM_05704,Male,47,No,8,144.9
MEM_14467,Male,61,Yes,21,138.0
MEM_08133,Male,56,No,22,49.5
MEM_00703,Male,58,Yes,1,33.0
MEM_05105,Male,31,No,5,137.3
MEM_13346,Female,36,No,27,79.3
MEM_03291,Male,24,Yes,0,25.9
MEM_08125,Female,55,No,31,40.1
MEM_11865,Male,58,Yes,24,146.1
MEM_10600,Female,53,No,18,40.9
MEM_09519,Male,54,Yes,23,34.3
MEM_14454,Male,35,No,20,132.8
MEM_13536,Female,59,Yes,21,121.2
MEM_04909,Female,18,No,6,92.7
MEM_04440,Male,27,No,7,149.7
MEM_13663,Female,25,Yes,25,94.4
MEM_00986,Female,29,Yes,7,22.1
