Student_ID,Study_Hours,Attendance_Rate,Mock_Score,Sleep_Hours,Academy_Type,Pass
STU_07231,41.9,94.8,65.3,4.9,Online,1
STU_07232,27.5,58.2,78.2,7.2,Online,0
STU_07233,32.3,63.2,71.8,7.3,Offline,1
STU_07234,18.7,91.7,42.3,9.0,Offline,1
STU_07235,37.9,66.1,41.7,5.0,Offline,1
STU_07236,22.4,52.2,65.6,8.5,Offline,0
STU_07237,27.8,83.0,77.8,3.6,Online,1
STU_07238,15.7,66.8,62.6,6.5,Offline,0
STU_07239,15.0,100.0,31.6,6.9,Self_Study,0
STU_07240,31.9,79.4,41.2,6.9,Offline,0
STU_07241,20.6,77.4,72.4,6.0,Online,0
STU_07242,16.5,69.5,53.7,6.7,Offline,1
STU_07243,18.6,98.9,62.1,4.6,Self_Study,1
STU_07244,32.0,80.4,79.2,7.8,Online,1
STU_07245,18.7,68.9,38.4,6.9,Offline,1
STU_07246,23.8,,52.5,7.0,Self_Study,1
STU_07247,25.2,73.9,50.6,6.1,Offline,1
STU_07248,5.8,60.3,66.4,6.0,Online,1
STU_07249,10.3,90.4,73.9,7.3,Offline,1
STU_07250,28.4,47.9,33.4,8.9,Online,1
STU_07251,17.6,72.9,59.9,4.4,Online,1
STU_07252,35.6,84.2,75.6,4.3,Online,1
STU_07253,34.7,80.1,26.6,6.9,Online,0
STU_07254,32.2,64.2,58.8,6.0,Self_Study,0
STU_07255,43.2,84.9,38.1,6.7,Offline,1
STU_07256,24.2,61.7,48.5,6.5,Online,1
STU_07257,31.5,74.7,14.9,7.4,Self_Study,1
STU_07258,19.2,84.8,85.1,6.1,Offline,1
STU_07259,49.5,81.9,53.6,4.7,Offline,1
STU_07260,44.8,64.9,45.5,5.3,Online,1
STU_07261,25.1,93.0,65.9,6.3,Offline,1
STU_07262,28.9,76.3,41.2,4.6,Offline,0
STU_07263,38.6,86.1,39.5,6.4,Online,1
STU_07264,23.5,97.9,87.2,6.6,Online,1
STU_07265,18.4,91.8,92.6,6.0,Online,1
STU_07266,33.7,91.8,49.3,6.8,Offline,1
STU_07267,25.8,77.9,79.2,4.1,Online,1
STU_07268,26.8,86.9,66.4,5.1,Offline,1
STU_07269,16.7,78.2,34.6,4.8,Online,1
STU_07270,7.8,56.9,43.3,7.8,Offline,0
STU_07271,27.4,79.5,87.9,10.0,Offline,1
STU_07272,34.0,78.8,34.3,5.2,Offline,1
STU_07273,22.7,83.8,100.0,6.1,Online,1
STU_07274,39.4,73.1,49.7,5.5,Online,1
STU_07275,18.0,63.6,88.5,6.8,Online,1
STU_07276,14.5,84.8,54.5,5.6,Offline,0
STU_07277,24.3,55.3,74.4,6.9,Online,1
STU_07278,24.2,96.9,85.1,7.5,Offline,1
STU_07279,32.7,71.5,85.0,4.7,Online,1
STU_07280,17.3,78.7,49.5,6.9,Self_Study,1
STU_07281,38.7,83.4,44.6,3.8,Offline,1
STU_07282,44.7,83.9,58.5,6.1,Online,1
STU_07283,24.6,53.9,36.6,6.0,Online,1
STU_07284,37.5,87.4,64.3,6.2,Online,1
STU_07285,14.4,79.5,45.2,6.0,Self_Study,0
STU_07286,35.8,65.5,79.5,5.8,Online,1
STU_07287,35.5,63.8,49.7,6.1,Self_Study,1
STU_07288,33.6,70.0,28.6,6.9,Offline,1
STU_07289,24.8,55.5,85.2,6.9,Self_Study,1
STU_07290,1.0,100.0,63.3,6.7,Self_Study,1
STU_07291,18.6,97.3,60.5,5.6,Self_Study,0
STU_07292,18.7,81.8,79.7,8.1,Online,1
STU_07293,15.2,71.6,75.7,8.8,Self_Study,1
STU_07294,26.2,72.0,46.3,4.6,Online,0
STU_07295,20.8,86.4,51.9,6.7,Online,0
STU_07296,16.8,100.0,40.0,5.8,Offline,1
STU_07297,14.4,66.4,33.6,7.9,Offline,1
STU_07298,17.8,58.2,70.4,6.5,Offline,1
STU_07299,36.2,98.2,67.1,6.6,Self_Study,1
STU_07300,18.4,48.2,73.7,7.2,Self_Study,1
STU_07301,19.9,59.9,83.1,6.1,Offline,1
STU_07302,20.4,71.3,73.9,9.0,Offline,1
STU_07303,28.4,51.6,75.5,7.3,Online,0
STU_07304,29.6,91.7,22.6,7.9,Offline,1
STU_07305,1.0,87.9,54.5,6.2,Offline,1
STU_07306,35.2,66.4,77.4,6.3,Offline,1
STU_07307,39.4,94.2,39.0,7.7,Self_Study,1
STU_07308,14.5,96.7,61.7,7.6,Online,1
STU_07309,15.3,73.3,69.4,4.6,Self_Study,1
STU_07310,20.5,68.2,68.0,6.7,Offline,0
STU_07311,17.4,100.0,66.6,7.2,Online,1
STU_07312,27.2,85.8,70.8,6.3,Offline,1
STU_07313,5.5,78.8,63.3,7.1,Offline,0
STU_07314,13.8,95.5,33.7,6.4,Offline,1
STU_07315,40.4,79.5,69.1,3.1,Online,1
STU_07316,15.7,67.4,65.1,4.5,Offline,1
STU_07317,37.4,76.2,33.9,8.0,Online,1
STU_07318,28.6,90.6,84.8,6.1,Self_Study,1
STU_07319,6.9,45.1,69.6,6.8,Self_Study,0
STU_07320,31.4,70.7,35.2,6.5,Offline,0
STU_07321,23.8,95.7,45.3,5.3,Online,1
STU_07322,20.4,67.3,49.8,5.8,Offline,0
STU_07323,27.4,98.2,49.8,7.0,Offline,1
STU_07324,29.7,96.2,65.3,7.1,Self_Study,1
STU_07325,32.1,74.0,42.4,9.8,Online,1
STU_07326,36.8,66.5,80.3,5.8,Offline,1
STU_07327,29.1,70.7,78.8,9.0,Offline,1
STU_07328,11.2,100.0,71.1,5.2,Online,0
STU_07329,20.3,100.0,60.8,7.2,Online,1
STU_07330,54.4,76.9,76.9,6.8,Offline,1
STU_07331,32.2,65.9,55.0,6.3,Online,1
STU_07332,48.7,76.8,47.0,6.5,Self_Study,1
STU_07333,39.0,78.7,81.4,5.6,Self_Study,1
STU_07334,27.4,56.3,65.7,7.9,Offline,1
STU_07335,28.0,76.2,47.7,5.2,Offline,1
STU_07336,24.6,94.8,52.5,7.0,Online,1
STU_07337,7.6,48.0,46.7,7.6,Self_Study,1
STU_07338,25.2,87.4,96.4,8.6,Offline,1
STU_07339,37.1,95.6,60.1,8.0,Offline,1
STU_07340,19.0,66.6,62.8,7.4,Self_Study,1
STU_07341,29.1,100.0,73.0,5.5,Online,1
STU_07342,33.5,64.6,38.1,5.3,Offline,1
STU_07343,15.9,81.6,79.7,4.8,Offline,1
STU_07344,20.5,70.4,49.1,4.6,Online,1
STU_07345,14.8,70.4,92.9,6.5,Online,1
STU_07346,16.8,65.7,54.4,5.4,Offline,1
STU_07347,12.1,85.5,78.7,8.3,Offline,1
STU_07348,16.0,87.7,15.1,5.6,Online,0
STU_07349,39.2,74.0,38.8,6.6,Self_Study,0
STU_07350,15.8,54.6,54.7,6.1,Online,0
STU_07351,26.3,81.0,23.4,4.4,Offline,0
STU_07352,20.0,81.3,70.8,8.1,Online,1
STU_07353,36.8,71.7,65.6,7.5,Online,0
STU_07354,38.1,100.0,42.2,7.7,Offline,0
STU_07355,33.6,51.5,59.7,7.4,Offline,1
STU_07356,28.1,41.7,74.5,5.4,Self_Study,1
STU_07357,22.7,64.0,22.1,5.4,Offline,0
STU_07358,13.1,85.7,37.1,7.2,Online,1
STU_07359,44.4,59.2,54.0,8.8,Offline,1
STU_07360,17.4,60.3,60.4,7.1,Offline,0
STU_07361,31.6,89.3,58.9,8.0,Online,1
STU_07362,35.6,81.9,76.0,5.7,Self_Study,1
STU_07363,19.4,80.7,68.6,8.1,Offline,0
STU_07364,35.4,86.7,72.5,5.9,Online,1
STU_07365,32.6,68.6,35.0,6.9,Offline,0
STU_07366,42.3,69.3,62.6,6.0,Self_Study,1
STU_07367,20.3,87.1,54.5,7.8,Self_Study,0
STU_07368,12.1,54.8,86.3,7.9,Offline,0
STU_07369,19.9,42.9,63.1,4.3,Offline,1
STU_07370,27.1,68.5,48.0,8.5,Self_Study,0
STU_07371,25.6,89.0,75.3,10.0,Offline,1
STU_07372,21.1,78.8,70.1,6.0,Offline,1
STU_07373,5.9,87.9,45.2,6.3,Offline,0
STU_07374,29.7,44.8,53.7,8.4,Online,1
STU_07375,44.7,79.7,54.0,6.6,Online,1
STU_07376,29.6,84.8,82.1,6.5,Self_Study,1
STU_07377,31.1,54.7,63.7,9.3,Self_Study,1
STU_07378,30.7,87.9,73.1,4.5,Self_Study,1
STU_07379,29.0,73.3,51.1,5.3,Offline,1
STU_07380,34.3,100.0,66.0,7.1,Online,1
STU_07381,29.0,,83.5,4.1,Offline,1
STU_07382,21.9,95.5,53.5,5.9,Offline,1
STU_07383,17.0,69.1,62.1,5.9,Online,1
STU_07384,22.5,50.7,35.5,7.9,Self_Study,0
STU_07385,28.1,67.1,46.2,7.5,Offline,1
STU_07386,21.8,79.2,54.0,4.0,Offline,1
STU_07387,28.1,90.6,40.9,5.5,Self_Study,1
STU_07388,29.4,100.0,83.8,5.5,Self_Study,1
STU_07389,33.3,96.3,44.9,6.2,Offline,1
STU_07390,37.8,60.5,74.2,4.9,Online,1
STU_07391,25.8,92.0,63.4,7.2,Self_Study,1
STU_07392,11.9,80.9,60.6,5.5,Online,0
STU_07393,21.5,65.2,86.8,7.4,Offline,0
STU_07394,25.4,71.8,19.3,6.5,Self_Study,0
STU_07395,6.6,64.4,56.5,5.0,Online,0
STU_07396,38.9,75.6,40.6,8.6,Offline,0
STU_07397,26.4,64.1,24.7,8.6,Offline,0
STU_07398,28.8,59.6,38.5,6.9,Offline,1
STU_07399,38.7,82.2,60.3,6.1,Self_Study,1
STU_07400,18.7,84.4,46.9,4.9,Self_Study,1
STU_07401,30.7,72.2,76.1,8.1,Online,1
STU_07402,23.9,95.5,56.2,7.7,Online,1
STU_07403,23.2,71.1,54.2,5.3,Self_Study,0
STU_07404,17.3,70.5,54.2,5.5,Offline,1
STU_07405,41.7,84.9,58.2,7.2,Online,1
STU_07406,21.2,73.0,52.5,4.7,Offline,1
STU_07407,32.0,76.3,44.7,5.6,Online,1
STU_07408,6.2,37.2,77.8,4.9,Online,1
STU_07409,36.8,75.3,48.8,5.0,Offline,1
STU_07410,35.5,47.6,53.1,5.4,Offline,1
STU_07411,26.0,56.7,67.7,7.9,Online,1
STU_07412,22.7,55.0,65.7,3.9,Offline,1
STU_07413,29.0,59.4,43.9,7.2,Self_Study,0
STU_07414,47.9,66.8,73.6,6.9,Offline,1
STU_07415,7.4,67.7,69.7,8.0,Offline,1
STU_07416,32.8,85.0,63.2,6.9,Offline,1
STU_07417,15.9,78.3,52.2,5.9,Offline,1
STU_07418,24.8,46.5,52.7,5.3,Self_Study,0
STU_07419,22.5,76.2,56.4,8.0,Online,0
STU_07420,20.7,79.8,37.8,7.2,Online,1
STU_07421,24.9,70.1,59.3,5.8,Offline,1
STU_07422,13.7,74.1,76.1,7.9,Online,1
STU_07423,35.3,77.9,75.8,5.8,Offline,0
STU_07424,7.1,86.5,53.1,6.5,Online,1
STU_07425,30.4,51.4,79.2,5.6,Online,1
STU_07426,21.7,71.3,94.3,7.3,Offline,1
STU_07427,13.3,97.6,54.3,5.0,Self_Study,1
STU_07428,27.0,96.2,72.4,6.1,Offline,1
STU_07429,9.4,87.8,19.3,5.5,Online,1
STU_07430,25.4,83.1,37.4,6.9,Self_Study,1
STU_07431,10.8,99.8,61.6,7.1,Offline,0
STU_07432,29.6,100.0,41.9,4.8,Online,1
STU_07433,15.8,73.1,96.7,7.1,Offline,0
STU_07434,20.5,60.5,70.8,4.3,Online,1
STU_07435,27.9,70.9,77.4,9.8,Offline,1
STU_07436,17.3,100.0,59.5,5.7,Self_Study,1
STU_07437,24.4,51.5,41.9,8.1,Offline,0
STU_07438,9.9,67.9,50.7,6.8,Offline,1
STU_07439,31.3,53.8,64.6,6.9,Online,1
STU_07440,42.6,76.9,48.5,4.8,Online,1
STU_07441,52.9,57.0,72.1,7.8,Self_Study,1
STU_07442,25.9,73.4,72.8,6.6,Online,1
STU_07443,32.9,45.7,60.1,7.2,Offline,1
STU_07444,7.2,84.3,27.1,6.4,Offline,1
STU_07445,40.0,93.3,90.9,6.7,Online,1
STU_07446,32.8,69.2,56.2,5.2,Self_Study,1
STU_07447,20.2,73.0,100.0,6.3,Online,1
STU_07448,37.4,72.5,71.7,5.9,Offline,1
STU_07449,22.5,77.7,56.2,5.4,Self_Study,1
STU_07450,20.4,74.4,68.1,6.7,Offline,1
STU_07451,29.8,86.5,23.7,7.0,Self_Study,0
STU_07452,14.4,93.5,78.5,6.9,Offline,1
STU_07453,35.2,62.8,100.0,6.3,Offline,1
STU_07454,14.4,70.4,22.4,7.1,Self_Study,1
STU_07455,14.5,88.5,54.8,6.9,Self_Study,1
STU_07456,15.9,53.7,58.1,6.6,Offline,1
STU_07457,32.6,45.4,75.8,6.7,Offline,0
STU_07458,18.8,78.4,97.9,8.3,Offline,1
STU_07459,11.5,82.4,66.9,4.7,Online,1
STU_07460,18.9,64.2,98.6,6.0,Online,1
STU_07461,24.7,66.3,63.1,7.0,Online,0
STU_07462,13.2,63.6,68.1,4.1,Self_Study,1
STU_07463,13.5,,65.9,8.6,Offline,1
STU_07464,46.1,85.4,82.0,6.9,Self_Study,1
STU_07465,16.4,57.3,52.4,7.9,Offline,0
STU_07466,21.8,71.0,74.7,8.2,Online,1
STU_07467,21.3,61.4,37.8,7.1,Online,0
STU_07468,20.8,53.2,54.9,3.2,Offline,0
STU_07469,31.2,88.1,48.5,6.7,Self_Study,0
STU_07470,34.5,67.2,61.6,6.8,Self_Study,0
STU_07471,21.9,77.8,54.3,4.9,Self_Study,1
STU_07472,12.6,52.4,80.4,3.8,Self_Study,0
STU_07473,37.7,63.9,44.2,7.2,Offline,1
STU_07474,24.0,86.3,28.8,4.6,Online,1
STU_07475,42.3,100.0,35.6,9.6,Online,1
STU_07476,2.5,45.4,77.9,6.9,Offline,1
STU_07477,27.0,72.0,42.5,8.5,Online,0
STU_07478,44.2,81.2,67.2,6.5,Self_Study,1
STU_07479,21.5,65.8,54.7,7.6,Offline,1
STU_07480,22.7,87.7,74.8,6.6,Online,1
STU_07481,28.0,62.0,55.8,8.0,Self_Study,1
STU_07482,19.4,77.3,100.0,3.4,Offline,1
STU_07483,21.9,67.2,94.2,7.8,Online,1
STU_07484,21.6,93.3,54.3,7.5,Self_Study,0
STU_07485,18.7,64.9,51.9,6.3,Offline,1
STU_07486,37.3,69.7,100.0,5.9,Offline,1
STU_07487,29.6,89.2,40.6,6.1,Self_Study,1
STU_07488,27.5,59.6,59.0,6.9,Online,1
STU_07489,33.1,76.0,60.4,8.3,Self_Study,1
STU_07490,22.4,47.7,60.0,5.7,Offline,1
STU_07491,17.3,58.7,28.7,3.9,Online,1
STU_07492,19.0,80.7,68.9,10.0,Offline,1
STU_07493,25.0,60.1,42.5,7.5,Self_Study,1
STU_07494,14.4,66.8,85.8,5.9,Self_Study,1
STU_07495,20.0,82.4,33.8,8.3,Self_Study,1
STU_07496,19.8,66.3,61.1,7.9,Online,1
STU_07497,46.2,87.3,20.1,7.2,Online,1
STU_07498,1.0,78.2,21.2,5.8,Offline,1
STU_07499,23.2,81.5,44.9,7.5,Offline,1
STU_07500,42.3,93.6,47.4,8.1,Self_Study,1
STU_07501,26.2,79.8,86.4,3.9,Offline,1
STU_07502,32.5,98.1,59.3,6.8,Online,1
STU_07503,26.0,88.7,83.3,6.9,Online,1
STU_07504,18.3,67.1,53.2,6.9,Online,1
STU_07505,2.6,94.4,70.9,6.6,Online,0
STU_07506,27.1,79.0,46.9,8.3,Offline,1
STU_07507,17.2,69.1,45.7,6.2,Online,1
STU_07508,17.0,79.2,27.2,6.5,Self_Study,0
STU_07509,20.0,91.7,66.0,7.0,Offline,1
STU_07510,42.4,81.8,64.7,6.2,Self_Study,1
STU_07511,49.0,100.0,74.0,4.4,Offline,1
STU_07512,27.2,91.3,63.9,6.8,Offline,1
STU_07513,20.4,82.8,96.5,6.8,Offline,1
STU_07514,13.2,59.6,63.2,6.0,Self_Study,0
STU_07515,29.7,72.3,77.9,6.3,Self_Study,1
STU_07516,42.8,,54.2,3.0,Offline,1
STU_07517,22.5,85.4,43.6,8.3,Offline,1
STU_07518,1.2,84.6,72.9,7.9,Online,1
STU_07519,31.7,77.5,58.4,4.5,Offline,1
STU_07520,34.9,76.8,75.0,5.5,Self_Study,1
STU_07521,9.1,85.8,66.4,8.7,Online,0
STU_07522,26.8,62.1,45.7,4.8,Offline,0
STU_07523,29.5,100.0,79.3,7.2,Offline,0
STU_07524,24.3,44.3,44.3,5.8,Self_Study,1
STU_07525,17.1,96.8,71.3,7.1,Online,0
STU_07526,35.2,74.3,83.1,6.6,Online,1
STU_07527,21.0,90.0,53.1,6.1,Online,1
STU_07528,10.1,80.5,80.8,7.1,Online,1
STU_07529,4.5,80.2,67.2,5.8,Offline,1
STU_07530,37.6,83.3,75.3,3.8,Online,1
STU_07531,31.2,87.1,44.9,5.1,Offline,1
STU_07532,25.9,70.1,63.9,4.9,Self_Study,0
STU_07533,20.6,90.5,34.7,4.1,Online,1
STU_07534,19.7,58.7,90.8,7.1,Online,1
STU_07535,14.2,74.9,23.7,6.2,Self_Study,0
STU_07536,20.7,87.5,53.6,7.0,Offline,1
STU_07537,3.8,89.9,43.2,7.3,Online,1
STU_07538,17.6,81.9,72.1,7.6,Online,1
STU_07539,21.9,69.1,94.6,7.1,Self_Study,1
STU_07540,31.1,88.5,71.8,5.0,Online,1
STU_07541,24.6,65.0,100.0,7.4,Self_Study,1
STU_07542,32.9,100.0,35.2,6.8,Online,1
STU_07543,38.5,73.7,36.6,9.8,Offline,1
STU_07544,35.6,51.9,43.9,6.5,Self_Study,1
STU_07545,29.7,57.1,62.2,7.1,Online,0
STU_07546,25.1,75.7,41.5,6.4,Online,1
STU_07547,15.2,77.1,46.5,6.6,Offline,1
STU_07548,32.4,100.0,71.2,6.5,Offline,1
STU_07549,41.8,59.4,37.7,5.8,Online,1
STU_07550,28.4,75.6,39.6,6.8,Offline,1
STU_07551,44.2,59.1,52.8,7.4,Online,1
STU_07552,9.7,67.6,54.5,5.9,Online,1
STU_07553,13.5,100.0,78.2,7.8,Offline,0
STU_07554,33.6,58.0,43.8,7.6,Self_Study,1
STU_07555,27.6,83.8,47.0,5.2,Online,1
STU_07556,38.1,80.9,70.5,5.1,Offline,1
STU_07557,24.8,74.6,74.4,7.2,Online,1
STU_07558,16.3,82.8,85.7,5.6,Online,1
STU_07559,22.9,57.6,68.4,4.9,Online,0
STU_07560,9.7,99.8,62.3,9.1,Offline,1
STU_07561,13.7,100.0,70.4,5.1,Online,1
STU_07562,34.7,75.7,55.2,4.2,Offline,0
STU_07563,33.7,100.0,55.1,5.3,Self_Study,1
STU_07564,28.6,69.0,28.1,6.8,Online,1
STU_07565,7.8,81.0,76.1,6.6,Offline,1
STU_07566,21.4,96.5,63.8,9.3,Online,1
STU_07567,12.8,68.1,74.0,5.3,Online,1
STU_07568,36.8,54.3,9.3,6.9,Online,0
STU_07569,19.2,50.8,59.2,8.2,Offline,0
STU_07570,14.1,100.0,44.6,5.5,Online,1
STU_07571,25.3,67.1,87.0,7.6,Offline,1
STU_07572,18.6,72.2,71.1,3.8,Online,0
STU_07573,39.8,58.3,64.2,9.1,Offline,1
STU_07574,17.7,89.2,52.2,8.0,Offline,1
STU_07575,11.0,63.3,67.1,5.5,Online,1
STU_07576,3.5,67.6,43.3,7.7,Offline,1
STU_07577,24.7,79.5,58.2,8.5,Online,1
STU_07578,19.4,59.0,49.6,4.6,Online,1
STU_07579,10.7,72.3,100.0,5.6,Self_Study,1
STU_07580,36.9,96.0,86.5,8.5,Online,1
STU_07581,31.7,81.4,79.1,6.6,Self_Study,1
STU_07582,24.7,77.0,33.2,7.2,Online,1
STU_07583,38.6,78.2,75.6,6.6,Offline,1
STU_07584,31.6,69.2,63.4,7.8,Online,0
STU_07585,16.8,100.0,82.0,7.3,Offline,0
STU_07586,14.6,62.8,65.8,6.7,Offline,0
STU_07587,33.2,78.2,59.9,3.3,Online,0
STU_07588,29.0,76.7,64.2,7.5,Offline,1
STU_07589,26.7,90.1,27.5,7.6,Online,1
STU_07590,16.5,91.5,46.2,4.6,Self_Study,0
STU_07591,31.1,74.5,66.7,4.7,Offline,1
STU_07592,17.4,79.4,80.5,7.3,Offline,1
STU_07593,24.0,79.9,50.1,6.8,Self_Study,0
STU_07594,39.5,40.9,59.3,3.5,Online,1
STU_07595,18.4,51.2,31.2,5.3,Online,0
STU_07596,9.3,65.9,86.3,7.0,Online,1
STU_07597,14.5,66.6,80.0,7.5,Online,1
STU_07598,34.9,57.0,71.7,5.6,Online,1
STU_07599,27.5,86.2,67.3,6.3,Offline,1
STU_07600,23.7,75.0,87.9,5.2,Offline,1
STU_07601,19.9,71.8,45.5,8.5,Online,1
STU_07602,29.9,56.2,43.6,6.8,Online,0
STU_07603,16.5,74.3,79.1,5.5,Online,1
STU_07604,28.1,35.6,77.9,4.8,Online,0
STU_07605,17.7,72.6,38.5,4.6,Offline,1
STU_07606,16.0,75.9,50.4,9.2,Offline,1
STU_07607,18.6,78.6,90.4,6.2,Online,1
STU_07608,21.2,51.5,67.4,5.9,Self_Study,1
STU_07609,24.5,78.4,74.2,6.2,Offline,1
STU_07610,27.4,59.4,39.1,5.6,Offline,1
STU_07611,1.0,62.8,71.8,6.3,Online,1
STU_07612,16.9,85.8,34.4,6.6,Online,0
STU_07613,21.1,100.0,24.4,6.5,Offline,1
STU_07614,40.1,75.8,73.1,4.6,Self_Study,1
STU_07615,14.2,62.7,85.8,7.8,Offline,1
STU_07616,26.6,77.8,55.4,5.7,Online,1
STU_07617,40.0,,50.2,5.5,Online,1
STU_07618,11.9,84.3,90.8,5.4,Offline,1
STU_07619,28.9,100.0,56.5,4.9,Offline,1
STU_07620,17.0,64.3,58.8,6.9,Online,1
STU_07621,20.0,78.8,90.5,7.8,Self_Study,1
STU_07622,17.0,98.2,53.6,5.4,Offline,1
STU_07623,17.7,97.3,48.2,3.7,Self_Study,1
STU_07624,52.2,45.7,74.7,5.0,Offline,1
STU_07625,33.4,74.9,47.2,5.8,Offline,1
STU_07626,36.0,97.3,57.4,4.7,Online,1
STU_07627,29.9,100.0,36.3,5.6,Offline,0
STU_07628,8.9,85.6,63.3,5.7,Self_Study,1
STU_07629,28.9,69.5,61.2,6.5,Self_Study,0
STU_07630,35.7,59.9,77.4,4.3,Online,1
STU_07631,16.5,100.0,75.4,7.4,Offline,1
STU_07632,34.7,85.9,69.9,9.0,Self_Study,1
STU_07633,32.0,62.3,67.1,8.6,Offline,1
STU_07634,43.5,72.0,58.7,5.6,Online,1
STU_07635,20.8,79.7,71.0,7.5,Self_Study,1
STU_07636,14.0,83.2,40.0,7.3,Online,1
STU_07637,21.4,61.5,17.7,6.4,Online,1
STU_07638,39.4,65.8,80.9,6.8,Offline,1
STU_07639,6.7,50.2,72.1,7.5,Online,1
STU_07640,4.3,90.6,57.7,7.8,Online,0
STU_07641,25.9,69.9,79.3,5.3,Offline,1
STU_07642,20.6,82.0,46.8,7.6,Offline,1
STU_07643,25.1,96.3,47.3,9.0,Self_Study,1
STU_07644,34.5,78.3,44.8,7.8,Offline,0
STU_07645,19.5,73.3,70.2,8.8,Self_Study,1
STU_07646,6.3,77.9,31.5,3.0,Offline,1
STU_07647,45.4,75.9,46.2,7.4,Online,1
STU_07648,15.0,93.7,65.2,6.9,Offline,1
STU_07649,14.4,79.7,38.3,8.0,Offline,1
STU_07650,36.0,,48.1,4.8,Offline,1
STU_07651,21.2,90.7,20.2,5.7,Online,1
STU_07652,24.4,93.5,70.9,7.9,Offline,1
STU_07653,29.8,54.9,47.6,4.9,Offline,1
STU_07654,35.8,98.0,40.2,6.9,Online,0
STU_07655,21.7,80.5,36.7,6.5,Self_Study,1
STU_07656,40.2,79.2,52.5,6.2,Offline,1
STU_07657,3.6,90.1,31.6,7.4,Self_Study,0
STU_07658,32.6,66.5,95.0,4.8,Online,1
STU_07659,16.6,89.3,17.1,5.3,Offline,1
STU_07660,38.7,69.3,51.9,6.3,Self_Study,1
STU_07661,26.4,52.9,61.9,4.7,Online,1
STU_07662,18.3,60.0,46.0,8.3,Online,1
STU_07663,31.6,83.5,63.8,5.3,Offline,1
STU_07664,33.9,60.8,45.6,7.7,Offline,1
STU_07665,31.4,99.2,87.5,5.2,Offline,1
STU_07666,14.7,92.8,39.9,7.6,Offline,1
STU_07667,20.2,95.0,17.7,4.1,Offline,1
STU_07668,25.0,76.9,36.6,8.6,Offline,1
STU_07669,24.6,78.9,67.0,8.2,Online,1
STU_07670,32.5,57.1,57.9,5.7,Self_Study,0
STU_07671,4.9,89.9,73.5,5.3,Online,1
STU_07672,28.3,80.7,69.0,7.2,Offline,1
STU_07673,22.1,83.5,48.5,4.2,Online,1
STU_07674,16.6,100.0,51.2,6.6,Self_Study,0
STU_07675,17.6,65.9,53.1,5.3,Self_Study,1
STU_07676,22.9,73.1,93.9,6.1,Offline,1
STU_07677,1.0,79.9,72.4,5.5,Online,1
STU_07678,18.0,61.0,94.1,5.3,Self_Study,1
STU_07679,16.2,72.2,75.1,9.1,Online,1
STU_07680,30.3,82.4,58.9,7.7,Offline,1
STU_07681,16.9,70.1,41.7,4.3,Self_Study,0
STU_07682,22.8,94.6,63.6,5.2,Offline,1
STU_07683,40.4,52.3,58.9,7.8,Self_Study,1
STU_07684,34.9,91.8,58.3,8.0,Online,0
STU_07685,34.0,84.9,56.2,4.4,Self_Study,1
STU_07686,20.0,66.5,23.1,7.5,Online,1
STU_07687,30.4,61.1,82.7,6.9,Online,1
STU_07688,22.7,43.8,59.1,3.6,Self_Study,0
STU_07689,23.0,63.1,34.5,5.9,Offline,0
STU_07690,29.1,90.7,68.7,6.3,Self_Study,1
STU_07691,19.0,74.2,44.6,6.6,Self_Study,1
STU_07692,39.9,92.4,70.1,4.5,Offline,1
STU_07693,23.4,65.7,75.9,5.4,Online,0
STU_07694,31.2,85.6,78.4,5.6,Offline,1
STU_07695,39.6,64.2,57.1,5.7,Online,1
STU_07696,35.3,60.5,52.6,5.7,Online,1
STU_07697,10.9,73.4,48.7,6.3,Offline,1
STU_07698,29.4,65.0,47.0,7.0,Self_Study,1
STU_07699,33.5,51.9,59.7,9.2,Self_Study,1
STU_07700,33.9,72.3,56.2,7.8,Online,1
STU_07701,13.9,76.6,45.1,8.5,Self_Study,0
STU_07702,18.4,94.0,39.4,5.8,Self_Study,1
STU_07703,34.9,89.1,58.0,5.0,Online,0
STU_07704,17.4,93.3,52.2,7.7,Online,1
STU_07705,22.0,85.8,39.5,6.5,Online,0
STU_07706,40.8,80.0,75.0,7.6,Offline,1
STU_07707,24.5,,91.9,5.2,Online,1
STU_07708,17.7,77.2,77.3,7.5,Offline,1
STU_07709,16.2,84.0,47.0,6.2,Offline,1
STU_07710,28.3,96.9,59.1,5.8,Offline,0
STU_07711,11.7,85.3,87.7,5.9,Self_Study,1
STU_07712,22.5,93.6,38.9,7.2,Offline,1
STU_07713,28.3,59.5,74.1,7.7,Online,1
STU_07714,38.0,70.1,33.9,6.0,Offline,1
STU_07715,31.7,81.4,90.3,7.0,Self_Study,1
STU_07716,17.9,92.4,52.3,7.0,Online,0
STU_07717,36.8,72.8,100.0,7.6,Online,1
STU_07718,22.0,73.8,91.1,8.0,Offline,0
STU_07719,12.6,85.3,58.1,9.2,Online,1
STU_07720,23.3,58.1,47.1,5.8,Self_Study,1
STU_07721,39.4,99.1,63.5,8.7,Offline,1
STU_07722,26.7,61.8,56.8,6.7,Self_Study,0
STU_07723,25.1,46.2,52.8,4.9,Offline,1
STU_07724,41.4,75.2,30.2,5.5,Online,0
STU_07725,10.7,100.0,50.7,7.2,Offline,0
STU_07726,12.1,83.8,40.0,7.6,Online,0
STU_07727,8.8,86.3,69.9,5.0,Self_Study,0
