Character_ID,Weapon_Type,Movement_Speed,Attack_Power,Defense_Power
CHAR_08601,Shield,68,96,19.0
CHAR_00021,Shield,88,19,18.0
CHAR_00899,Sword,58,16,22.0
CHAR_00207,Bow,128,23,24.0
CHAR_00458,Bow,59,17,20.0
CHAR_02430,Staff,119,23,17.0
CHAR_08442,Staff,134,92,19.0
CHAR_09299,Shield,51,61,53.0
CHAR_03389,Staff,83,25,90.0
CHAR_09905,Shield,117,51,54.0
CHAR_03911,Staff,139,28,91.0
CHAR_05383,Bow,115,27,76.0
CHAR_08907,Shield,67,90,21.0
CHAR_00552,Staff,92,26,22.0
CHAR_09631,Bow,122,50,50.0
CHAR_03144,Sword,55,24,82.0
CHAR_06917,Sword,99,83,20.0
CHAR_02056,Staff,114,18,24.0
CHAR_01925,Staff,53,15,17.0
CHAR_00634,Sword,79,15,22.0
CHAR_06082,Bow,98,80,20.0
CHAR_08508,Shield,53,85,22.0
CHAR_11120,Staff,98,49,45.0
CHAR_11613,Staff,94,52,50.0
CHAR_08619,Sword,122,89,36.0
CHAR_10462,Bow,115,58,58.0
CHAR_00105,Shield,90,22,22.0
CHAR_03041,Shield,55,27,87.0
CHAR_01709,Sword,93,15,
CHAR_00089,Staff,127,23,21.0
CHAR_07014,Staff,96,81,28.0
CHAR_03174,Bow,124,22,92.0
CHAR_00917,Staff,63,21,23.0
CHAR_07833,Staff,90,91,15.0
CHAR_06732,Bow,85,76,24.0
CHAR_01949,Bow,101,20,22.0
CHAR_06368,Bow,147,89,19.0
CHAR_00001,Staff,67,19,16.0
CHAR_08032,Shield,70,92,20.0
CHAR_06047,Bow,123,87,21.0
CHAR_09127,Staff,62,48,49.0
CHAR_11050,Sword,71,41,62.0
CHAR_02720,Shield,139,30,18.0
CHAR_08783,Shield,101,88,27.0
CHAR_11770,Bow,50,65,54.0
CHAR_03117,Sword,127,15,89.0
CHAR_11357,Sword,133,70,61.0
CHAR_09768,Bow,130,48,51.0
CHAR_03762,Bow,65,22,86.0
CHAR_00213,Sword,62,23,28.0
CHAR_00778,Sword,74,20,10.0
CHAR_03496,Shield,93,26,92.0
CHAR_10577,Shield,60,60,53.0
CHAR_02043,Sword,105,21,16.0
CHAR_08920,Shield,57,84,9.0
CHAR_05420,Staff,134,22,86.0
CHAR_06154,Shield,80,89,13.0
CHAR_09759,Staff,53,64,56.0
CHAR_08357,Staff,57,87,16.0
CHAR_10448,Staff,88,63,52.0
CHAR_10205,Staff,143,53,52.0
CHAR_08465,Sword,148,79,13.0
CHAR_04167,Shield,134,19,86.0
CHAR_03788,Sword,134,13,76.0
CHAR_08586,Sword,64,92,15.0
CHAR_00583,Staff,114,31,14.0
CHAR_11890,Bow,115,48,57.0
CHAR_11980,Sword,60,73,60.0
CHAR_00116,Staff,140,20,19.0
CHAR_06644,Bow,97,87,23.0
CHAR_10826,Sword,121,47,53.0
CHAR_11936,Staff,125,53,45.0
CHAR_11716,Sword,112,37,63.0
CHAR_10740,Staff,69,54,52.0
CHAR_08712,Sword,79,95,27.0
CHAR_01763,Bow,60,12,22.0
CHAR_01875,Shield,54,27,15.0
CHAR_03224,Bow,79,23,76.0
CHAR_00526,Shield,87,12,19.0
CHAR_07725,Sword,124,89,20.0
CHAR_02946,Sword,86,20,17.0
CHAR_04473,Bow,100,28,79.0
CHAR_05655,Bow,52,13,81.0
CHAR_08884,Sword,103,89,22.0
CHAR_06059,Sword,127,87,14.0
CHAR_00959,Shield,124,22,21.0
CHAR_06342,Shield,59,81,25.0
CHAR_03633,Sword,109,15,81.0
CHAR_01050,Sword,75,17,16.0
CHAR_08782,Sword,139,85,12.0
CHAR_08711,Shield,83,82,24.0
CHAR_03380,Staff,70,32,85.0
CHAR_03676,Sword,117,20,79.0
CHAR_05776,Sword,105,18,76.0
CHAR_10839,Staff,140,39,50.0
CHAR_06573,Staff,143,75,24.0
CHAR_05179,Staff,148,18,86.0
CHAR_01607,Sword,128,28,22.0
CHAR_03610,Bow,80,24,86.0
CHAR_11706,Sword,77,58,48.0
CHAR_06635,Staff,62,93,24.0
CHAR_11997,Shield,83,63,56.0
CHAR_10001,Shield,135,52,54.0
CHAR_00791,Sword,54,21,18.0
CHAR_08984,Sword,98,75,27.0
CHAR_03056,Shield,74,20,84.0
CHAR_10047,Sword,146,62,62.0
CHAR_01980,Staff,71,15,14.0
CHAR_03598,Shield,110,9,88.0
CHAR_00933,Bow,118,9,24.0
CHAR_07424,Bow,106,91,21.0
CHAR_05626,Bow,71,18,81.0
CHAR_01682,Bow,66,15,27.0
CHAR_04179,Staff,85,16,92.0
CHAR_06446,Shield,60,80,18.0
CHAR_04116,Sword,111,31,88.0
CHAR_00988,Bow,66,19,30.0
CHAR_02896,Bow,50,10,12.0
CHAR_03778,Bow,147,25,90.0
CHAR_05658,Bow,63,20,88.0
CHAR_03093,Shield,70,15,93.0
CHAR_03155,Shield,65,23,82.0
CHAR_01823,Staff,70,17,20.0
CHAR_11547,Shield,149,55,48.0
CHAR_01098,Bow,83,25,19.0
CHAR_02844,Sword,50,21,24.0
CHAR_09078,Sword,118,46,66.0
CHAR_03342,Staff,119,19,93.0
CHAR_00038,Bow,70,13,15.0
CHAR_06540,Staff,96,80,15.0
CHAR_11216,Staff,82,61,60.0
CHAR_08707,Sword,134,93,13.0
CHAR_03356,Shield,107,33,89.0
CHAR_09645,Bow,142,60,58.0
CHAR_07813,Bow,53,83,14.0
CHAR_09098,Staff,99,51,44.0
CHAR_08220,Shield,118,90,28.0
CHAR_11068,Shield,62,56,55.0
CHAR_02428,Shield,85,26,16.0
CHAR_05043,Bow,91,26,91.0
CHAR_05346,Sword,124,18,83.0
CHAR_08954,Sword,109,88,18.0
CHAR_04811,Staff,67,19,86.0
CHAR_08476,Staff,80,90,8.0
CHAR_00686,Staff,71,19,32.0
CHAR_04799,Staff,50,9,92.0
CHAR_07437,Bow,132,90,11.0
CHAR_02353,Bow,92,13,26.0
CHAR_06353,Shield,102,84,19.0
CHAR_04569,Bow,80,16,95.0
CHAR_08213,Bow,84,84,24.0
CHAR_02752,Sword,143,18,27.0
CHAR_09077,Shield,72,61,57.0
CHAR_08073,Sword,61,87,18.0
CHAR_09109,Staff,128,47,59.0
CHAR_01040,Bow,116,28,21.0
CHAR_07491,Shield,148,90,25.0
CHAR_01265,Bow,134,13,22.0
CHAR_11114,Bow,86,57,55.0
CHAR_07059,Shield,142,88,14.0
CHAR_00277,Staff,104,17,21.0
CHAR_05084,Staff,97,11,93.0
CHAR_10276,Bow,54,66,50.0
CHAR_09437,Sword,144,51,57.0
CHAR_02382,Sword,141,22,15.0
CHAR_00571,Staff,106,28,27.0
CHAR_01435,Bow,143,21,23.0
CHAR_09439,Staff,88,63,51.0
CHAR_05352,Staff,97,23,94.0
CHAR_05445,Sword,147,15,89.0
CHAR_01007,Bow,124,23,17.0
CHAR_04543,Staff,118,28,68.0
CHAR_10576,Staff,84,63,49.0
CHAR_02064,Staff,94,21,24.0
CHAR_01136,Sword,112,26,20.0
CHAR_09882,Bow,66,52,61.0
CHAR_05343,Shield,56,12,85.0
CHAR_10177,Shield,81,63,59.0
CHAR_00294,Staff,136,22,14.0
CHAR_09739,Sword,52,55,43.0
CHAR_10204,Sword,59,56,49.0
CHAR_08780,Shield,144,91,20.0
CHAR_02403,Bow,78,19,20.0
CHAR_10321,Staff,103,54,64.0
CHAR_03998,Sword,105,20,88.0
CHAR_11186,Staff,109,60,64.0
CHAR_03741,Shield,85,18,78.0
CHAR_11063,Shield,130,59,48.0
CHAR_02719,Staff,77,21,10.0
CHAR_11038,Sword,121,64,49.0
CHAR_05150,Sword,107,23,85.0
CHAR_02808,Staff,104,25,34.0
CHAR_09017,Shield,79,42,58.0
CHAR_00556,Sword,114,18,23.0
CHAR_10701,Shield,54,61,56.0
CHAR_04795,Staff,55,27,83.0
CHAR_02469,Sword,127,19,21.0
CHAR_03738,Staff,96,38,91.0
CHAR_04286,Sword,63,26,84.0
CHAR_09908,Staff,116,57,58.0
CHAR_02604,Sword,122,17,22.0
CHAR_00362,Bow,53,19,11.0
CHAR_06924,Bow,68,88,27.0
CHAR_01704,Shield,77,22,23.0
CHAR_02139,Bow,66,13,17.0
CHAR_03239,Sword,126,22,78.0
CHAR_02383,Staff,72,20,28.0
CHAR_07314,Shield,73,89,21.0
CHAR_04311,Sword,105,15,82.0
CHAR_09477,Shield,75,59,53.0
CHAR_01312,Sword,74,27,22.0
CHAR_11305,Shield,87,63,63.0
CHAR_03930,Sword,121,15,81.0
CHAR_06183,Sword,126,77,14.0
CHAR_01591,Bow,52,5,21.0
CHAR_11440,Sword,114,54,63.0
CHAR_02162,Sword,122,22,20.0
CHAR_02396,Sword,71,15,21.0
CHAR_00317,Sword,87,18,15.0
CHAR_09516,Staff,136,58,64.0
CHAR_05233,Bow,145,17,84.0
CHAR_05068,Staff,110,20,94.0
CHAR_04036,Sword,145,11,83.0
CHAR_08987,Shield,148,91,20.0
CHAR_03020,Shield,100,21,86.0
CHAR_09903,Bow,64,50,51.0
CHAR_08228,Sword,102,83,19.0
CHAR_09105,Bow,64,64,61.0
CHAR_05295,Bow,143,26,78.0
CHAR_03972,Bow,83,31,90.0
CHAR_05370,Bow,64,18,80.0
CHAR_04133,Shield,84,21,83.0
CHAR_00974,Sword,149,18,22.0
CHAR_07291,Sword,86,91,14.0
CHAR_09175,Shield,82,52,57.0
CHAR_00954,Shield,134,20,17.0
CHAR_09610,Shield,110,51,44.0
CHAR_09752,Staff,73,51,42.0
CHAR_09547,Staff,114,66,60.0
CHAR_11163,Shield,85,57,63.0
CHAR_05016,Shield,133,16,84.0
CHAR_11674,Shield,100,64,57.0
CHAR_09179,Staff,50,64,52.0
CHAR_07490,Bow,147,80,28.0
CHAR_01640,Sword,109,20,24.0
CHAR_01290,Shield,73,22,23.0
CHAR_01380,Sword,112,23,21.0
CHAR_01933,Bow,54,19,26.0
CHAR_04675,Staff,87,16,82.0
CHAR_10222,Sword,51,59,71.0
CHAR_00892,Bow,75,25,16.0
CHAR_07287,Bow,91,87,17.0
CHAR_04876,Staff,79,16,89.0
CHAR_07906,Shield,66,84,22.0
CHAR_08194,Staff,121,78,14.0
CHAR_11826,Sword,101,64,63.0
CHAR_10301,Bow,115,62,60.0
CHAR_09041,Staff,109,39,50.0
CHAR_02466,Bow,82,16,21.0
CHAR_07657,Sword,104,92,22.0
CHAR_10106,Bow,111,42,58.0
CHAR_09788,Shield,54,64,62.0
CHAR_01913,Bow,67,23,21.0
CHAR_02736,Sword,116,18,23.0
CHAR_00726,Sword,136,20,22.0
CHAR_07214,Shield,102,82,13.0
CHAR_08245,Sword,84,87,18.0
CHAR_01796,Sword,113,18,22.0
CHAR_03845,Shield,77,23,84.0
CHAR_06402,Shield,57,84,12.0
CHAR_00936,Staff,128,15,26.0
CHAR_02265,Sword,62,26,16.0
CHAR_00824,Bow,125,18,17.0
CHAR_07274,Sword,120,86,23.0
CHAR_01389,Sword,62,16,23.0
CHAR_03564,Sword,133,20,88.0
CHAR_09076,Bow,145,49,56.0
CHAR_05429,Staff,99,17,88.0
CHAR_07827,Sword,149,83,26.0
CHAR_05690,Sword,82,23,82.0
CHAR_07878,Staff,80,87,28.0
CHAR_01868,Bow,146,15,21.0
CHAR_08202,Sword,50,77,14.0
CHAR_07486,Bow,115,88,17.0
CHAR_09655,Staff,103,53,48.0
CHAR_00806,Staff,81,21,20.0
CHAR_04805,Bow,122,17,81.0
CHAR_10586,Sword,139,47,52.0
CHAR_10300,Staff,129,65,44.0
CHAR_10973,Bow,59,48,63.0
CHAR_11944,Staff,131,62,71.0
CHAR_10426,Shield,147,59,46.0
CHAR_09155,Staff,82,43,60.0
CHAR_07511,Bow,71,82,13.0
CHAR_08056,Staff,94,94,25.0
CHAR_04494,Sword,75,14,81.0
CHAR_02632,Sword,98,21,21.0
CHAR_10673,Sword,101,50,48.0
CHAR_08896,Bow,147,89,25.0
CHAR_08623,Shield,60,80,29.0
CHAR_07832,Staff,120,85,24.0
CHAR_04388,Shield,131,23,96.0
CHAR_00145,Bow,119,24,22.0
CHAR_06467,Staff,97,88,16.0
CHAR_02033,Sword,139,23,23.0
CHAR_10942,Bow,136,62,63.0
CHAR_01165,Sword,138,32,24.0
CHAR_02050,Shield,111,24,24.0
CHAR_03760,Shield,63,25,76.0
CHAR_04435,Staff,148,22,86.0
CHAR_03430,Shield,121,16,90.0
CHAR_08190,Sword,51,94,23.0
CHAR_10507,Staff,88,62,53.0
CHAR_07069,Shield,112,82,24.0
CHAR_04361,Shield,149,24,81.0
CHAR_09454,Shield,132,53,55.0
CHAR_01771,Sword,69,28,15.0
CHAR_03511,Staff,125,25,79.0
CHAR_00271,Shield,63,13,16.0
CHAR_08436,Shield,58,86,39.0
CHAR_02032,Sword,149,22,24.0
CHAR_09005,Shield,116,53,58.0
CHAR_11596,Staff,78,63,65.0
CHAR_03810,Sword,149,23,82.0
CHAR_09996,Shield,86,57,42.0
CHAR_04346,Bow,88,15,90.0
CHAR_00545,Shield,144,16,22.0
CHAR_03241,Staff,75,14,85.0
CHAR_08930,Staff,94,100,13.0
CHAR_08502,Staff,59,90,29.0
CHAR_09323,Bow,147,48,56.0
CHAR_11897,Shield,92,56,52.0
CHAR_07564,Sword,90,81,11.0
CHAR_00920,Shield,144,25,29.0
CHAR_10932,Shield,102,51,62.0
CHAR_06640,Shield,86,76,21.0
CHAR_07694,Shield,119,80,21.0
CHAR_08230,Sword,70,88,26.0
CHAR_07126,Bow,73,91,28.0
CHAR_04278,Shield,112,20,86.0
CHAR_02983,Bow,119,21,22.0
CHAR_00130,Shield,73,12,20.0
CHAR_07980,Bow,126,93,20.0
CHAR_02667,Bow,99,14,24.0
CHAR_07138,Bow,133,89,23.0
CHAR_03223,Sword,118,31,76.0
CHAR_09374,Shield,104,61,54.0
CHAR_07693,Staff,93,82,18.0
CHAR_05392,Staff,70,29,88.0
CHAR_00614,Bow,86,32,23.0
CHAR_11881,Shield,80,59,68.0
CHAR_01466,Staff,82,28,24.0
CHAR_04497,Sword,88,33,86.0
CHAR_03042,Staff,122,33,87.0
CHAR_09126,Shield,85,52,56.0
CHAR_02419,Staff,80,13,14.0
CHAR_05085,Bow,113,21,85.0
CHAR_03294,Bow,62,13,97.0
CHAR_06737,Bow,134,81,22.0
CHAR_01500,Staff,103,24,15.0
CHAR_09018,Shield,96,55,67.0
CHAR_01521,Bow,143,23,25.0
CHAR_10931,Staff,120,49,55.0
CHAR_04232,Shield,95,21,80.0
CHAR_07686,Bow,139,90,17.0
CHAR_08820,Sword,129,76,18.0
CHAR_04430,Shield,146,20,82.0
CHAR_00390,Bow,109,16,12.0
CHAR_11831,Sword,119,45,57.0
CHAR_07124,Shield,84,87,25.0
CHAR_05913,Shield,63,22,81.0
CHAR_08592,Staff,143,92,22.0
CHAR_04806,Bow,51,23,82.0
CHAR_10734,Bow,63,63,54.0
CHAR_08238,Staff,111,91,17.0
CHAR_08044,Sword,104,86,17.0
CHAR_11734,Shield,87,63,62.0
CHAR_03993,Shield,141,26,76.0
CHAR_11459,Shield,126,49,51.0
CHAR_06609,Staff,74,87,14.0
CHAR_05319,Bow,60,17,80.0
CHAR_11807,Sword,116,40,61.0
CHAR_07119,Shield,54,88,15.0
CHAR_02421,Bow,113,26,14.0
CHAR_05604,Sword,92,24,82.0
CHAR_01750,Bow,113,6,26.0
CHAR_10807,Bow,82,49,68.0
CHAR_11659,Sword,75,70,52.0
CHAR_00338,Bow,90,22,23.0
CHAR_08407,Sword,142,77,21.0
CHAR_01341,Sword,112,20,21.0
CHAR_11451,Bow,128,57,72.0
CHAR_07982,Sword,65,87,5.0
CHAR_03640,Staff,135,13,75.0
CHAR_00329,Staff,114,23,24.0
CHAR_10590,Staff,90,55,54.0
CHAR_03004,Shield,51,19,84.0
CHAR_06960,Shield,146,92,11.0
CHAR_04090,Staff,97,17,82.0
CHAR_09828,Sword,127,40,48.0
CHAR_02322,Shield,121,22,25.0
CHAR_06667,Bow,124,83,7.0
CHAR_07009,Shield,81,83,21.0
CHAR_04197,Bow,133,19,91.0
CHAR_03549,Bow,72,23,73.0
CHAR_09650,Shield,119,76,50.0
CHAR_08363,Shield,108,76,22.0
CHAR_04203,Staff,102,15,85.0
CHAR_11169,Sword,105,56,56.0
CHAR_10713,Bow,104,43,61.0
CHAR_06185,Staff,62,97,18.0
CHAR_01639,Shield,94,15,6.0
CHAR_09130,Sword,147,52,48.0
CHAR_00060,Shield,109,18,22.0
CHAR_01240,Staff,136,18,11.0
CHAR_05760,Shield,68,26,85.0
CHAR_05136,Shield,54,15,79.0
CHAR_02343,Shield,71,17,17.0
CHAR_02120,Sword,94,32,13.0
CHAR_01524,Sword,79,18,26.0
CHAR_07617,Shield,66,78,33.0
CHAR_00153,Bow,103,21,18.0
CHAR_00481,Shield,98,15,7.0
CHAR_06122,Shield,76,87,24.0
CHAR_07674,Staff,52,84,19.0
CHAR_07101,Staff,108,76,24.0
CHAR_01762,Staff,136,20,23.0
CHAR_08942,Staff,73,81,17.0
CHAR_07715,Staff,96,72,19.0
CHAR_09977,Staff,94,64,52.0
CHAR_10885,Shield,85,48,54.0
CHAR_07479,Bow,68,86,26.0
CHAR_06212,Staff,57,72,
CHAR_04853,Shield,90,23,83.0
CHAR_02711,Staff,149,28,15.0
CHAR_06766,Bow,127,85,20.0
CHAR_04150,Sword,63,24,85.0
CHAR_01333,Staff,144,27,21.0
CHAR_11287,Shield,128,41,56.0
CHAR_08378,Shield,117,87,25.0
CHAR_09328,Staff,110,63,39.0
CHAR_11263,Bow,136,39,58.0
CHAR_11646,Shield,122,57,54.0
CHAR_10250,Bow,120,56,56.0
CHAR_10935,Staff,120,46,54.0
CHAR_03850,Shield,100,13,81.0
CHAR_08340,Shield,126,94,17.0
CHAR_04124,Sword,74,28,83.0
CHAR_10745,Shield,134,50,55.0
CHAR_04788,Bow,129,20,75.0
CHAR_02866,Staff,58,16,17.0
CHAR_01386,Shield,147,27,17.0
CHAR_05941,Sword,95,31,90.0
CHAR_03067,Staff,96,27,88.0
CHAR_10858,Sword,72,40,
CHAR_03629,Shield,146,23,97.0
CHAR_11346,Bow,137,46,49.0
CHAR_10728,Staff,85,56,58.0
CHAR_03028,Bow,148,8,87.0
CHAR_02969,Sword,60,21,17.0
CHAR_09900,Staff,142,53,57.0
CHAR_08646,Bow,112,91,21.0
CHAR_06136,Shield,96,85,17.0
CHAR_08801,Bow,124,89,20.0
CHAR_04263,Shield,107,28,84.0
CHAR_00645,Bow,79,19,14.0
CHAR_11584,Sword,105,46,60.0
CHAR_02074,Shield,132,17,21.0
CHAR_00341,Sword,106,21,19.0
CHAR_08041,Shield,59,81,21.0
CHAR_01622,Staff,112,25,16.0
CHAR_07141,Shield,77,92,20.0
CHAR_05796,Staff,122,17,74.0
CHAR_07184,Shield,134,82,22.0
CHAR_11189,Sword,123,47,76.0
CHAR_08232,Shield,127,77,13.0
CHAR_05475,Shield,120,17,94.0
CHAR_10281,Shield,73,62,58.0
CHAR_10367,Shield,80,56,48.0
CHAR_11100,Sword,100,42,61.0
CHAR_00074,Shield,143,7,16.0
CHAR_11871,Bow,87,60,68.0
CHAR_10268,Shield,95,52,40.0
CHAR_08633,Bow,54,82,15.0
CHAR_11070,Sword,143,60,59.0
CHAR_02051,Sword,143,16,22.0
CHAR_02541,Sword,95,14,28.0
CHAR_01301,Staff,141,25,13.0
CHAR_05877,Bow,100,13,83.0
CHAR_07368,Bow,91,84,12.0
CHAR_01304,Sword,100,23,13.0
CHAR_08428,Sword,108,80,28.0
CHAR_10900,Shield,98,56,58.0
CHAR_02599,Staff,72,18,22.0
CHAR_02573,Staff,93,20,18.0
CHAR_03186,Shield,80,23,75.0
CHAR_02768,Shield,87,17,21.0
CHAR_04831,Staff,116,24,87.0
CHAR_04223,Bow,65,39,88.0
CHAR_11580,Shield,120,54,69.0
CHAR_02106,Staff,109,15,15.0
CHAR_02679,Shield,76,19,18.0
CHAR_01387,Sword,88,28,13.0
CHAR_10707,Staff,125,62,59.0
CHAR_11591,Sword,113,44,46.0
CHAR_07083,Bow,145,81,26.0
CHAR_01279,Sword,144,18,22.0
CHAR_00804,Bow,104,18,16.0
CHAR_01555,Bow,137,22,18.0
CHAR_11381,Shield,131,41,52.0
CHAR_04566,Sword,66,18,93.0
CHAR_11602,Shield,50,59,61.0
CHAR_04841,Sword,133,17,78.0
CHAR_03594,Bow,142,9,86.0
CHAR_06035,Shield,142,81,27.0
CHAR_06852,Staff,99,80,13.0
CHAR_10112,Bow,141,55,57.0
CHAR_08705,Bow,102,95,24.0
CHAR_04177,Sword,138,14,88.0
CHAR_01308,Bow,54,25,19.0
CHAR_09106,Staff,105,50,64.0
CHAR_03452,Staff,133,13,81.0
CHAR_03695,Bow,113,14,80.0
CHAR_04242,Sword,125,15,82.0
CHAR_02198,Sword,63,17,16.0
CHAR_08966,Shield,105,85,12.0
CHAR_04425,Sword,67,23,88.0
CHAR_06150,Bow,88,72,24.0
CHAR_00943,Bow,139,20,8.0
CHAR_00822,Sword,85,31,20.0
CHAR_05005,Staff,134,23,84.0
CHAR_06612,Sword,112,76,27.0
CHAR_08356,Staff,140,85,7.0
CHAR_05619,Bow,121,30,90.0
CHAR_04547,Bow,95,14,90.0
CHAR_02538,Sword,56,14,14.0
CHAR_09503,Sword,57,68,49.0
CHAR_05207,Shield,126,11,81.0
CHAR_11413,Staff,72,46,46.0
CHAR_10800,Sword,87,68,55.0
CHAR_03054,Sword,129,22,75.0
CHAR_03675,Bow,136,25,94.0
CHAR_07776,Shield,149,83,23.0
CHAR_07218,Shield,72,84,15.0
CHAR_06722,Staff,68,79,14.0
CHAR_03300,Sword,140,19,88.0
CHAR_03310,Sword,95,19,97.0
CHAR_07221,Sword,93,94,19.0
CHAR_08519,Shield,122,91,21.0
CHAR_10682,Staff,112,50,51.0
CHAR_05954,Sword,63,18,80.0
CHAR_00832,Staff,109,15,25.0
CHAR_03462,Shield,79,19,84.0
CHAR_11190,Staff,83,52,64.0
CHAR_07643,Bow,113,77,13.0
CHAR_00054,Shield,92,25,29.0
CHAR_03451,Staff,138,26,87.0
CHAR_06305,Shield,69,81,14.0
CHAR_10093,Bow,52,39,66.0
CHAR_01481,Bow,111,18,21.0
CHAR_04873,Sword,57,15,89.0
CHAR_08038,Bow,108,90,13.0
CHAR_03335,Shield,75,21,84.0
CHAR_06016,Sword,146,89,16.0
CHAR_04926,Shield,120,15,80.0
CHAR_09138,Staff,127,48,56.0
CHAR_05797,Bow,131,25,80.0
CHAR_10353,Bow,73,40,59.0
CHAR_11795,Sword,122,50,58.0
CHAR_05083,Sword,59,25,82.0
CHAR_06645,Sword,130,95,20.0
CHAR_05490,Shield,113,28,80.0
CHAR_00768,Bow,149,17,23.0
CHAR_02065,Shield,111,17,19.0
CHAR_11397,Shield,86,60,58.0
CHAR_07311,Shield,50,90,9.0
CHAR_08477,Staff,115,79,19.0
CHAR_11920,Sword,61,60,63.0
CHAR_04524,Bow,120,20,86.0
CHAR_10524,Sword,71,58,53.0
CHAR_02717,Shield,148,24,19.0
CHAR_02079,Bow,104,18,27.0
CHAR_08914,Sword,141,91,16.0
CHAR_00951,Sword,53,22,16.0
CHAR_08058,Shield,55,98,20.0
CHAR_02482,Staff,68,30,20.0
CHAR_10454,Shield,73,51,44.0
CHAR_09181,Staff,147,64,57.0
CHAR_01759,Sword,92,27,24.0
CHAR_09984,Shield,76,57,68.0
CHAR_04422,Shield,146,13,85.0
CHAR_06704,Bow,76,88,15.0
CHAR_09916,Shield,50,59,
CHAR_05182,Bow,69,20,90.0
CHAR_08533,Bow,148,90,26.0
CHAR_03701,Shield,123,19,88.0
CHAR_04243,Staff,67,16,88.0
CHAR_00688,Shield,117,24,26.0
CHAR_03432,Bow,65,11,83.0
CHAR_04944,Staff,78,22,91.0
CHAR_00966,Bow,141,17,22.0
CHAR_11378,Staff,86,66,59.0
CHAR_10395,Bow,64,42,43.0
CHAR_02713,Bow,149,13,22.0
CHAR_04757,Staff,148,34,84.0
CHAR_11566,Staff,65,60,51.0
CHAR_06320,Shield,139,89,24.0
CHAR_05975,Staff,134,15,77.0
CHAR_03572,Shield,52,33,82.0
CHAR_05299,Sword,127,26,82.0
CHAR_01990,Staff,122,24,10.0
CHAR_01205,Staff,103,20,17.0
CHAR_04971,Staff,76,24,84.0
CHAR_11668,Shield,139,45,60.0
CHAR_06783,Bow,104,81,15.0
CHAR_03600,Bow,75,12,72.0
CHAR_06490,Sword,69,89,13.0
CHAR_08609,Staff,73,94,21.0
CHAR_11971,Shield,70,53,50.0
CHAR_08070,Bow,131,84,26.0
CHAR_08577,Sword,140,87,22.0
CHAR_07973,Staff,84,81,14.0
CHAR_11166,Shield,77,54,59.0
CHAR_01625,Sword,126,25,26.0
CHAR_00536,Sword,86,16,23.0
CHAR_08766,Shield,85,86,22.0
CHAR_07970,Bow,94,83,14.0
CHAR_04212,Staff,123,12,89.0
CHAR_06456,Staff,85,90,20.0
CHAR_03507,Staff,79,23,89.0
CHAR_08393,Shield,92,86,16.0
CHAR_09524,Shield,113,59,46.0
CHAR_07112,Shield,96,90,27.0
CHAR_02708,Sword,110,18,16.0
CHAR_05031,Staff,75,29,88.0
CHAR_06514,Sword,105,84,22.0
CHAR_04662,Shield,94,16,91.0
CHAR_04021,Sword,103,10,89.0
CHAR_01854,Staff,76,25,26.0
CHAR_11307,Staff,133,41,68.0
CHAR_02872,Staff,61,10,22.0
CHAR_03030,Staff,87,10,85.0
CHAR_09397,Staff,67,59,41.0
CHAR_01645,Sword,58,22,28.0
CHAR_03417,Sword,99,29,87.0
CHAR_03476,Bow,146,26,87.0
CHAR_11460,Sword,111,56,49.0
CHAR_01792,Sword,149,19,19.0
CHAR_03797,Bow,74,29,87.0
CHAR_03368,Staff,115,15,91.0
CHAR_07196,Sword,146,93,19.0
CHAR_11569,Staff,72,51,66.0
CHAR_05109,Shield,52,22,77.0
CHAR_06024,Shield,87,91,23.0
CHAR_08795,Shield,75,86,9.0
CHAR_11146,Sword,62,47,55.0
CHAR_00126,Shield,117,15,10.0
CHAR_05959,Shield,148,18,91.0
CHAR_03876,Staff,70,23,96.0
CHAR_04451,Shield,99,23,80.0
CHAR_07147,Bow,140,90,29.0
CHAR_03531,Bow,140,23,92.0
CHAR_00827,Bow,127,17,22.0
CHAR_09831,Bow,106,49,59.0
CHAR_07790,Sword,110,80,22.0
CHAR_00984,Shield,93,20,21.0
CHAR_07783,Shield,128,85,24.0
CHAR_10380,Shield,109,62,56.0
CHAR_11496,Sword,89,63,44.0
CHAR_02443,Bow,132,23,17.0
CHAR_08554,Sword,89,82,13.0
CHAR_10541,Sword,95,67,52.0
CHAR_00345,Shield,131,21,28.0
CHAR_00814,Sword,80,25,14.0
CHAR_06166,Staff,79,81,13.0
CHAR_10878,Sword,56,54,48.0
CHAR_05779,Staff,148,19,80.0
CHAR_02116,Staff,113,19,28.0
CHAR_10026,Bow,54,56,48.0
CHAR_00793,Shield,137,14,19.0
CHAR_11930,Sword,115,54,57.0
CHAR_06898,Shield,91,78,15.0
CHAR_02674,Shield,55,15,13.0
CHAR_00094,Bow,131,18,16.0
CHAR_04225,Bow,106,13,91.0
CHAR_03756,Bow,107,22,90.0
CHAR_02891,Staff,106,9,24.0
CHAR_02371,Shield,113,17,14.0
CHAR_11262,Staff,116,61,58.0
CHAR_03228,Bow,137,25,74.0
CHAR_07863,Bow,57,86,14.0
CHAR_06359,Staff,75,86,14.0
CHAR_11032,Bow,122,46,48.0
CHAR_07326,Staff,86,71,25.0
CHAR_06028,Staff,143,77,19.0
CHAR_01865,Staff,76,12,12.0
CHAR_04612,Sword,92,15,93.0
CHAR_10049,Sword,85,59,46.0
